"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Edmunds County, SD"	"46045"	Suppressed	28310	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fall River County, SD"	"46047"	Suppressed	49325	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Faulk County, SD"	"46049"	Suppressed	16676	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Grant County, SD"	"46051"	Suppressed	51434	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gregory County, SD"	"46053"	Suppressed	29844	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Haakon County, SD"	"46055"	Suppressed	13622	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamlin County, SD"	"46057"	Suppressed	40686	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hand County, SD"	"46059"	Suppressed	23816	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hanson County, SD"	"46061"	Suppressed	23659	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Harding County, SD"	"46063"	Suppressed	8907	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hughes County, SD"	"46065"	Suppressed	118826	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hutchinson County, SD"	"46067"	Suppressed	51382	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, SD"	"46069"	Suppressed	10099	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, SD"	"46071"	Suppressed	21307	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jerauld County, SD"	"46073"	Suppressed	14310	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, SD"	"46075"	Suppressed	7048	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kingsbury County, SD"	"46077"	Suppressed	36240	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lake County, SD"	"46079"	Suppressed	78320	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lawrence County, SD"	"46081"	11	166961	Unreliable	3.3	11.8	2.0	Unreliable	3.0	11.6	2.0	0.0%
	"Lincoln County, SD"	"46083"	Suppressed	301174	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lyman County, SD"	"46085"	Suppressed	26261	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"McCook County, SD"	"46087"	Suppressed	39352	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"McPherson County, SD"	"46089"	Suppressed	17425	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marshall County, SD"	"46091"	Suppressed	32357	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Meade County, SD"	"46093"	10	177357	Unreliable	2.7	10.4	1.8	Unreliable	2.9	11.1	2.0	0.0%
	"Mellette County, SD"	"46095"	Suppressed	14327	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Miner County, SD"	"46097"	Suppressed	16747	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Minnehaha County, SD"	"46099"	49	1175266	4.2	3.1	5.5	0.6	4.2	3.1	5.6	0.6	0.0%
	"Moody County, SD"	"46101"	Suppressed	45464	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pennington County, SD"	"46103"	52	696372	7.5	5.6	9.8	1.0	7.7	5.7	10.1	1.1	0.0%
	"Perkins County, SD"	"46105"	Suppressed	20839	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Potter County, SD"	"46107"	Suppressed	16384	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Roberts County, SD"	"46109"	Suppressed	70711	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sanborn County, SD"	"46111"	Suppressed	16617	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shannon County, SD"	"46113"	Suppressed	95115	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Spink County, SD"	"46115"	Suppressed	45679	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Stanley County, SD"	"46117"	Suppressed	20438	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sully County, SD"	"46119"	Suppressed	9775	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Todd County, SD"	"46121"	Suppressed	67592	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tripp County, SD"	"46123"	Suppressed	39815	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Turner County, SD"	"46125"	Suppressed	58472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, SD"	"46127"	Suppressed	98917	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, SD"	"46129"	Suppressed	38059	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Yankton County, SD"	"46135"	Suppressed	156272	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ziebach County, SD"	"46137"	Suppressed	19530	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Anderson County, TN"	"47001"	73	521903	14.0	11.0	17.6	1.6	14.4	11.2	18.2	1.7	0.1%
	"Bedford County, TN"	"47003"	23	311838	7.4	4.7	11.1	1.5	7.8	5.0	11.8	1.6	0.0%
	"Benton County, TN"	"47005"	31	115060	26.9	18.3	38.2	4.8	29.9	20.0	42.9	5.6	0.0%
	"Bledsoe County, TN"	"47007"	Suppressed	90402	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Blount County, TN"	"47009"	103	853671	12.1	9.7	14.4	1.2	12.2	9.8	14.6	1.2	0.1%
	"Bradley County, TN"	"47011"	69	687033	10.0	7.8	12.7	1.2	10.1	7.9	12.9	1.2	0.0%
	"Campbell County, TN"	"47013"	59	284065	20.8	15.8	26.8	2.7	23.2	17.6	30.0	3.0	0.0%
	"Cannon County, TN"	"47015"	16	95733	Unreliable	9.6	27.1	4.2	Unreliable	9.7	27.6	4.3	0.0%
	"Carroll County, TN"	"47017"	25	200072	12.5	8.1	18.4	2.5	13.6	8.7	20.3	2.8	0.0%
	"Carter County, TN"	"47019"	24	403156	6.0	3.8	8.9	1.2	6.2	3.9	9.3	1.3	0.0%
	"Cheatham County, TN"	"47021"	53	272394	19.5	14.6	25.5	2.7	18.6	13.8	24.4	2.6	0.0%
	"Chester County, TN"	"47023"	10	118260	Unreliable	4.1	15.6	2.7	Unreliable	4.6	17.7	3.1	0.0%
	"Claiborne County, TN"	"47025"	26	223393	11.6	7.6	17.1	2.3	12.5	8.2	18.3	2.5	0.0%
	"Clay County, TN"	"47027"	14	55032	Unreliable	13.9	42.7	6.8	Unreliable	14.5	46.6	7.4	0.0%
	"Cocke County, TN"	"47029"	32	248527	12.9	8.8	18.2	2.3	14.0	9.5	19.9	2.5	0.0%
	"Coffee County, TN"	"47031"	34	367975	9.2	6.4	12.9	1.6	10.2	7.0	14.2	1.8	0.0%
	"Crockett County, TN"	"47033"	Suppressed	101797	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	44	388467	11.3	8.2	15.2	1.7	14.2	10.2	19.2	2.2	0.0%
	"Davidson County, TN"	"47037"	425	4346736	9.8	8.8	10.7	0.5	9.4	8.5	10.3	0.5	0.3%
	"Decatur County, TN"	"47039"	12	81953	Unreliable	7.6	25.6	4.2	Unreliable	7.6	27.3	4.6	0.0%
	"DeKalb County, TN"	"47041"	18	130594	Unreliable	8.2	21.8	3.2	Unreliable	8.4	23.1	3.5	0.0%
	"Dickson County, TN"	"47043"	35	343953	10.2	7.1	14.2	1.7	10.1	7.0	14.1	1.7	0.0%
	"Dyer County, TN"	"47045"	Suppressed	267305	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	17	264442	Unreliable	3.7	10.3	1.6	Unreliable	4.1	11.4	1.7	0.0%
	"Fentress County, TN"	"47049"	19	124858	Unreliable	9.2	23.8	3.5	Unreliable	10.1	26.8	4.0	0.0%
	"Franklin County, TN"	"47051"	19	287003	Unreliable	4.0	10.3	1.5	Unreliable	4.3	11.5	1.7	0.0%
	"Gibson County, TN"	"47053"	23	344603	6.7	4.2	10.0	1.4	7.1	4.4	10.7	1.5	0.0%
	"Giles County, TN"	"47055"	26	206353	12.6	8.2	18.5	2.5	13.5	8.8	20.0	2.7	0.0%
	"Grainger County, TN"	"47057"	19	157506	Unreliable	7.3	18.8	2.8	Unreliable	7.3	19.5	2.9	0.0%
	"Greene County, TN"	"47059"	27	479054	5.6	3.7	8.2	1.1	5.8	3.8	8.5	1.1	0.0%
	"Grundy County, TN"	"47061"	17	96759	Unreliable	10.2	28.1	4.3	Unreliable	12.5	34.3	5.2	0.0%
	"Hamblen County, TN"	"47063"	79	435004	18.2	14.4	22.6	2.0	19.2	15.2	23.9	2.2	0.1%
	"Hamilton County, TN"	"47065"	198	2330367	8.5	7.3	9.7	0.6	8.7	7.5	9.9	0.6	0.1%
	"Hancock County, TN"	"47067"	Suppressed	47355	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	12	191720	Unreliable	3.2	10.9	1.8	Unreliable	3.0	10.2	1.7	0.0%
	"Hardin County, TN"	"47071"	20	181800	11.0	6.7	17.0	2.5	13.2	8.1	20.4	3.0	0.0%
	"Hawkins County, TN"	"47073"	32	396055	8.1	5.5	11.4	1.4	8.3	5.7	11.9	1.5	0.0%
	"Haywood County, TN"	"47075"	Suppressed	131783	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	20	193543	10.3	6.3	16.0	2.3	10.5	6.4	16.3	2.4	0.0%
	"Henry County, TN"	"47079"	38	224882	16.9	12.0	23.2	2.7	18.2	12.7	25.2	3.0	0.0%
	"Hickman County, TN"	"47081"	20	171135	11.7	7.1	18.0	2.6	12.0	7.3	18.5	2.7	0.0%
	"Houston County, TN"	"47083"	Suppressed	58166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	10	128810	Unreliable	3.7	14.3	2.5	Unreliable	3.8	14.6	2.6	0.0%
	"Jackson County, TN"	"47087"	22	80252	27.4	17.2	41.5	5.8	29.0	18.0	44.4	6.4	0.0%
	"Jefferson County, TN"	"47089"	32	356829	9.0	6.1	12.7	1.6	9.6	6.5	13.6	1.7	0.0%
	"Johnson County, TN"	"47091"	Suppressed	127264	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Knox County, TN"	"47093"	456	2996098	15.2	13.8	16.6	0.7	15.1	13.7	16.5	0.7	0.3%
	"Lake County, TN"	"47095"	Suppressed	54609	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lauderdale County, TN"	"47097"	15	194232	Unreliable	4.3	12.7	2.0	Unreliable	4.4	13.0	2.1	0.0%
	"Lawrence County, TN"	"47099"	52	290674	17.9	13.4	23.5	2.5	19.0	14.2	25.0	2.7	0.0%
	"Lewis County, TN"	"47101"	11	84041	Unreliable	6.5	23.4	3.9	Unreliable	6.9	24.6	4.2	0.0%
	"Lincoln County, TN"	"47103"	18	231281	Unreliable	4.6	12.3	1.8	Unreliable	5.6	15.0	2.2	0.0%
	"Loudon County, TN"	"47105"	42	334369	12.6	9.1	17.0	1.9	13.9	9.9	19.0	2.2	0.0%
	"McMinn County, TN"	"47107"	12	365328	Unreliable	1.7	5.7	0.9	Unreliable	2.0	6.7	1.1	0.0%
	"McNairy County, TN"	"47109"	20	181041	11.0	6.7	17.1	2.5	12.8	7.8	19.8	2.9	0.0%
	"Macon County, TN"	"47111"	16	154607	Unreliable	5.9	16.8	2.6	Unreliable	5.3	15.7	2.4	0.0%
	"Madison County, TN"	"47113"	17	683698	Unreliable	1.4	4.0	0.6	Unreliable	1.5	4.0	0.6	0.0%
	"Marion County, TN"	"47115"	11	197098	Unreliable	2.8	10.0	1.7	Unreliable	3.0	10.9	1.8	0.0%
	"Marshall County, TN"	"47117"	30	211207	14.2	9.6	20.3	2.6	13.7	9.2	19.7	2.5	0.0%
	"Maury County, TN"	"47119"	55	558458	9.8	7.4	12.8	1.3	9.8	7.4	12.8	1.3	0.0%
	"Meigs County, TN"	"47121"	Suppressed	81329	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, TN"	"47123"	16	310002	Unreliable	3.0	8.4	1.3	Unreliable	2.9	8.7	1.3	0.0%
	"Montgomery County, TN"	"47125"	78	1178124	6.6	5.2	8.3	0.7	6.5	5.2	8.2	0.8	0.1%
	"Moore County, TN"	"47127"	Suppressed	44078	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Morgan County, TN"	"47129"	24	152079	15.8	10.1	23.5	3.2	15.2	9.7	22.6	3.1	0.0%
	"Obion County, TN"	"47131"	12	222661	Unreliable	2.8	9.4	1.6	Unreliable	3.0	10.0	1.7	0.0%
	"Overton County, TN"	"47133"	34	153240	22.2	15.4	31.0	3.8	24.7	17.0	34.6	4.3	0.0%
	"Perry County, TN"	"47135"	Suppressed	54630	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pickett County, TN"	"47137"	Suppressed	35598	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, TN"	"47139"	17	116917	Unreliable	8.5	23.3	3.5	Unreliable	9.6	26.5	4.1	0.0%
	"Putnam County, TN"	"47141"	58	498794	11.6	8.8	15.0	1.5	12.4	9.4	16.1	1.7	0.0%
	"Rhea County, TN"	"47143"	19	220369	Unreliable	5.2	13.5	2.0	Unreliable	5.4	14.5	2.1	0.0%
	"Roane County, TN"	"47145"	69	378179	18.2	14.2	23.1	2.2	19.8	15.3	25.3	2.5	0.0%
	"Robertson County, TN"	"47147"	43	455585	9.4	6.8	12.7	1.4	9.5	6.8	12.8	1.5	0.0%
	"Rutherford County, TN"	"47149"	134	1794822	7.5	6.2	8.7	0.6	7.2	6.0	8.5	0.6	0.1%
	"Scott County, TN"	"47151"	21	155183	13.5	8.4	20.7	3.0	14.2	8.8	21.7	3.1	0.0%
	"Sequatchie County, TN"	"47153"	Suppressed	97854	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sevier County, TN"	"47155"	33	621328	5.3	3.7	7.5	0.9	5.7	3.9	8.0	1.0	0.0%
	"Shelby County, TN"	"47157"	376	6487947	5.8	5.2	6.4	0.3	5.7	5.1	6.3	0.3	0.3%
	"Smith County, TN"	"47159"	24	133447	18.0	11.5	26.8	3.7	18.3	11.6	27.5	3.8	0.0%
	"Stewart County, TN"	"47161"	Suppressed	92122	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sullivan County, TN"	"47163"	50	1093311	4.6	3.4	6.0	0.6	5.2	3.8	6.8	0.7	0.0%
	"Sumner County, TN"	"47165"	50	1107162	4.5	3.4	6.0	0.6	4.6	3.4	6.1	0.7	0.0%
	"Tipton County, TN"	"47167"	29	421405	6.9	4.6	9.9	1.3	7.2	4.8	10.3	1.3	0.0%
	"Trousdale County, TN"	"47169"	Suppressed	54364	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Unicoi County, TN"	"47171"	Suppressed	127834	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, TN"	"47173"	12	133806	Unreliable	4.6	15.7	2.6	Unreliable	5.0	16.9	2.8	0.0%
	"Van Buren County, TN"	"47175"	Suppressed	38626	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, TN"	"47177"	23	277403	8.3	5.3	12.4	1.7	9.0	5.7	13.5	1.9	0.0%
	"Washington County, TN"	"47179"	27	847930	3.2	2.1	4.6	0.6	3.3	2.2	4.8	0.6	0.0%
	"Wayne County, TN"	"47181"	11	119044	Unreliable	4.6	16.5	2.8	Unreliable	4.6	16.6	2.8	0.0%
	"Weakley County, TN"	"47183"	21	242555	8.7	5.4	13.2	1.9	9.7	5.9	15.0	2.2	0.0%
	"White County, TN"	"47185"	20	179525	11.1	6.8	17.2	2.5	12.5	7.5	19.5	2.8	0.0%
	"Williamson County, TN"	"47187"	59	1251919	4.7	3.6	6.1	0.6	5.1	3.8	6.6	0.7	0.0%
	"Wilson County, TN"	"47189"	70	782849	8.9	7.0	11.3	1.1	8.5	6.6	10.8	1.0	0.0%
	"Anderson County, TX"	"48001"	26	406585	6.4	4.2	9.4	1.3	5.6	3.6	8.2	1.1	0.0%
	"Andrews County, TX"	"48003"	Suppressed	101756	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Angelina County, TX"	"48005"	19	601355	Unreliable	1.9	4.9	0.7	Unreliable	1.9	5.0	0.7	0.0%
	"Aransas County, TX"	"48007"	29	163433	17.7	11.9	25.5	3.3	22.5	14.9	32.8	4.3	0.0%
	"Archer County, TX"	"48009"	Suppressed	62847	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Armstrong County, TX"	"48011"	Suppressed	13545	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Atascosa County, TX"	"48013"	11	312176	Unreliable	1.8	6.3	1.1	Unreliable	1.9	6.9	1.2	0.0%
	"Austin County, TX"	"48015"	Suppressed	196171	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bailey County, TX"	"48017"	Suppressed	49499	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bandera County, TX"	"48019"	Suppressed	142361	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bastrop County, TX"	"48021"	18	511093	Unreliable	2.1	5.6	0.8	Unreliable	2.1	5.5	0.8	0.0%
	"Baylor County, TX"	"48023"	Suppressed	26338	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bee County, TX"	"48025"	Suppressed	224074	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bell County, TX"	"48027"	49	2108914	2.3	1.7	3.1	0.3	2.3	1.7	3.0	0.3	0.0%
	"Bexar County, TX"	"48029"	747	11783112	6.3	5.9	6.8	0.2	6.4	5.9	6.8	0.2	0.5%
	"Blanco County, TX"	"48031"	Suppressed	71649	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Borden County, TX"	"48033"	Suppressed	4344	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bosque County, TX"	"48035"	Suppressed	126709	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bowie County, TX"	"48037"	Suppressed	642777	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Brazoria County, TX"	"48039"	152	2146024	7.1	6.0	8.2	0.6	6.9	5.8	8.0	0.6	0.1%
	"Brazos County, TX"	"48041"	26	1324585	2.0	1.3	2.9	0.4	2.5	1.6	3.8	0.5	0.0%
	"Brewster County, TX"	"48043"	Suppressed	63489	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Briscoe County, TX"	"48045"	Suppressed	11485	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Brooks County, TX"	"48047"	Suppressed	51151	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Brown County, TX"	"48049"	16	266966	Unreliable	3.4	9.7	1.5	Unreliable	4.1	11.5	1.8	0.0%
	"Burleson County, TX"	"48051"	Suppressed	119812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Burnet County, TX"	"48053"	Suppressed	297538	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Caldwell County, TX"	"48055"	Suppressed	264181	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Calhoun County, TX"	"48057"	Suppressed	148674	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Callahan County, TX"	"48059"	Suppressed	94325	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cameron County, TX"	"48061"	23	2795678	0.8	0.5	1.2	0.2	0.9	0.6	1.4	0.2	0.0%
	"Camp County, TX"	"48063"	Suppressed	86273	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Carson County, TX"	"48065"	Suppressed	43852	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cass County, TX"	"48067"	Suppressed	211671	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Castro County, TX"	"48069"	Suppressed	55473	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Chambers County, TX"	"48071"	16	233387	Unreliable	3.9	11.1	1.7	Unreliable	3.9	11.0	1.7	0.0%
	"Cherokee County, TX"	"48073"	13	352445	Unreliable	2.0	6.3	1.0	Unreliable	2.0	6.5	1.1	0.0%
	"Childress County, TX"	"48075"	Suppressed	49569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, TX"	"48077"	Suppressed	75891	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cochran County, TX"	"48079"	Suppressed	21919	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Coke County, TX"	"48081"	Suppressed	23381	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Coleman County, TX"	"48083"	Suppressed	61726	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Collin County, TX"	"48085"	214	5334529	4.0	3.5	4.5	0.3	4.0	3.5	4.6	0.3	0.1%
	"Collingsworth County, TX"	"48087"	Suppressed	21169	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Colorado County, TX"	"48089"	Suppressed	145244	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Comal County, TX"	"48091"	37	739618	5.0	3.5	6.9	0.8	5.5	3.8	7.6	0.9	0.0%
	"Comanche County, TX"	"48093"	Suppressed	96965	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Concho County, TX"	"48095"	Suppressed	28337	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cooke County, TX"	"48097"	13	268650	Unreliable	2.6	8.3	1.3	Unreliable	2.8	9.1	1.5	0.0%
	"Coryell County, TX"	"48099"	Suppressed	523893	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cottle County, TX"	"48101"	Suppressed	10616	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crane County, TX"	"48103"	Suppressed	29641	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crockett County, TX"	"48105"	Suppressed	26205	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crosby County, TX"	"48107"	Suppressed	43254	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Culberson County, TX"	"48109"	Suppressed	17068	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dallam County, TX"	"48111"	Suppressed	46183	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dallas County, TX"	"48113"	728	16465717	4.4	4.1	4.7	0.2	4.3	4.0	4.6	0.2	0.5%
